index,match_id,elapsed_time,set_no,p1_games,p2_games,set_victor,game_no,game_victor,point_no,point_victor,PointServer,Speed_KMH,Rally,p1_score,p2_score,P1Momentum,P2Momentum,p1_points_won,p2_points_won,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,speed_mph,p1_break_pt_missed,p2_break_pt_missed,server,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,serve_no,WinnerType,winner_shot_type,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth
29888,2023-wimbledon-2101,0:00:00,1,0,0,0,1,0,0X,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,,,
29889,2023-wimbledon-2101,0:00:00,1,0,0,0,1,0,0Y,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,,,
29890,2023-wimbledon-2101,0:00:00,1,0,0,0,1,0,1,2,1,0,,0,15,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,0,0,0,1,,,,,,,1,0,0,18.898,23.793,6,BW,NCTL,D
29891,2023-wimbledon-2101,0:00:32,1,0,0,0,1,0,2,1,1,130,,15,15,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,81,0,0,1,,,,,,,2,0,0,20.842,19.805,5,BW,NCTL,D
29892,2023-wimbledon-2101,0:01:37,1,0,0,0,1,0,3,1,1,160,,30,15,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,100,0,0,1,,,,,,,1,0,F,16.768,40.316,5,W,NCTL,ND
29893,2023-wimbledon-2101,0:02:18,1,0,0,0,1,0,4,2,1,156,,30,30,3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,97,0,0,1,,,,,,,1,0,0,47.28,50.239,14,C,NCTL,D
29894,2023-wimbledon-2101,0:03:07,1,0,0,0,1,0,5,2,1,128,,30,40,1,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,80,0,0,1,,,,,,,2,0,0,10.767,10.784,4,BC,NCTL,D
29895,2023-wimbledon-2101,0:04:06,1,0,0,0,1,0,6,1,1,181,,40,40,2,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,21020,113,0,1,1,,,,,,,1,0,0,11.632,9.092,3,B,NCTL,ND
29896,2023-wimbledon-2101,0:04:34,1,0,0,0,1,0,7,1,1,175,,AD,40,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,109,0,0,1,,,,,,,1,0,0,5.792,4.796,1,B,NCTL,D
29897,2023-wimbledon-2101,0:05:00,1,1,0,0,1,1,8,1,1,114,,0,0,8,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,71,0,0,2,,,,,,,2,0,0,20.129,19.951,5,BW,NCTL,D
29898,2023-wimbledon-2101,0:06:39,1,1,0,0,2,0,9,1,2,133,,15,0,10,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,83,0,0,2,,,,,,,2,0,0,30.293,29.817,8,C,NCTL,D
29899,2023-wimbledon-2101,0:07:25,1,1,0,0,2,0,10,1,2,164,,30,0,12,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,102,0,0,2,,,,,,,1,0,0,22.671,22.361,6,B,NCTL,ND
29900,2023-wimbledon-2101,0:08:00,1,1,0,0,2,0,11,1,2,138,,40,0,15,1,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,86,0,0,2,,,,,,,2,0,B,17.125,17.415,6,BC,NCTL,ND
29901,2023-wimbledon-2101,0:08:44,1,2,0,0,2,1,12,1,2,130,,0,0,21,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,22031,81,1,0,1,,,,,,,2,0,0,7.643,8.014,2,W,NCTL,ND
29902,2023-wimbledon-2101,0:09:41,1,2,0,0,3,0,13,1,1,128,,15,0,24,1,10,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11410,80,0,0,1,,,,,,,2,0,F,38.663,42.164,11,BC,NCTL,D
29903,2023-wimbledon-2101,0:10:44,1,2,0,0,3,0,14,1,1,173,,30,0,25,1,11,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,108,0,0,1,,,,,,,1,0,0,21.398,22.854,5,BW,NCTL,ND
29904,2023-wimbledon-2101,0:11:27,1,2,0,0,3,0,15,1,1,119,,40,0,26,1,12,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,74,0,0,1,,,,,,,2,0,0,5.853,5.68,1,BC,NCTL,ND
29905,2023-wimbledon-2101,0:12:11,1,3,0,0,3,1,16,1,1,114,,0,0,30,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,71,0,0,2,,,,,,,2,0,0,19.141,23.509,5,W,CTL,ND
29906,2023-wimbledon-2101,0:14:30,1,3,0,0,4,0,17,2,2,122,,0,15,28,2,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,76,0,0,2,,,,,,,2,0,0,3.351,4.09,1,BC,NCTL,ND
29907,2023-wimbledon-2101,0:15:03,1,3,0,0,4,0,18,2,2,159,,0,30,27,4,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,99,0,0,2,,,,,,,1,0,0,4.834,3.037,1,C,NCTL,ND
29908,2023-wimbledon-2101,0:15:24,1,3,0,0,4,0,19,1,2,164,,15,30,30,4,14,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,102,0,0,2,,,,,,,1,0,F,17.964,18.306,6,BC,CTL,ND
29909,2023-wimbledon-2101,0:15:54,1,3,0,0,4,0,20,1,2,160,,30,30,32,3,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,100,0,0,2,,,,,,,1,0,0,17.441,15.794,4,B,NCTL,ND
29910,2023-wimbledon-2101,0:16:24,1,3,0,0,4,0,21,2,2,133,,30,40,31,5,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,83,0,0,2,,,,,,,2,0,0,38.529,34.872,11,BC,NCTL,ND
29911,2023-wimbledon-2101,0:17:15,1,3,0,0,4,0,22,1,2,115,,40,40,32,3,16,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,72,0,0,2,,,,,,,2,0,0,9.442,8.938,2,BW,NCTL,ND
29912,2023-wimbledon-2101,0:17:57,1,3,0,0,4,0,23,2,2,144,,40,AD,30,4,16,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,90,0,0,2,,,,,,,1,0,0,19.254,20.808,5,B,NCTL,D
29913,2023-wimbledon-2101,0:18:27,1,3,0,0,4,0,24,1,2,159,,40,40,32,3,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,99,0,0,2,,,,,,,1,0,0,22.721,20.002,4,C,NCTL,ND
29914,2023-wimbledon-2101,0:18:57,1,3,0,0,4,0,25,1,2,172,,AD,40,35,3,18,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,107,0,0,2,,,,,,,1,0,F,25.745,29.048,8,C,NCTL,ND
29915,2023-wimbledon-2101,0:19:46,1,4,0,0,4,1,26,1,2,151,,0,0,41,1,19,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,22031,94,1,0,1,,,,,,,1,0,0,14.083,14.166,4,BW,NCTL,D
29916,2023-wimbledon-2101,0:20:33,1,4,0,0,5,0,27,1,1,135,,15,0,44,1,20,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,84,0,0,1,,,,,,,1,0,F,7.522,12.05,3,W,CTL,ND
29917,2023-wimbledon-2101,0:21:01,1,4,0,0,5,0,28,1,1,178,,30,0,48,1,21,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,111,0,0,1,,,,,,,1,0,0,0.95,1.65,1,W,CTL,
29918,2023-wimbledon-2101,0:21:22,1,4,0,0,5,0,29,2,1,140,,30,15,48,4,21,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22010,87,0,0,1,,,,,,,1,0,B,9.697,15.736,4,W,CTL,D
29919,2023-wimbledon-2101,0:21:54,1,4,0,0,5,0,30,1,1,180,,40,15,49,2,22,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,112,0,0,1,,,,,,,1,0,0,16.841,22.1,7,B,NCTL,ND
29920,2023-wimbledon-2101,0:22:28,1,4,0,0,5,0,31,2,1,128,,40,30,49,5,22,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22010,80,0,0,1,,,,,,,2,0,B,6.975,6.996,2,BC,NCTL,D
29921,2023-wimbledon-2101,0:23:31,1,5,0,0,5,1,32,1,1,135,,0,0,53,4,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,84,0,0,2,,,,,,,2,0,0,6.488,5.241,1,B,NCTL,D
29922,2023-wimbledon-2101,0:25:45,1,5,0,0,6,0,33,2,2,135,,0,15,52,6,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,84,0,0,2,,,,,,,2,0,0,34.163,27.933,7,C,NCTL,ND
29923,2023-wimbledon-2101,0:26:33,1,5,0,0,6,0,34,1,2,151,,15,15,55,6,24,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,94,0,0,2,,,,,,,1,0,F,3.652,3.773,2,BC,NCTL,D
29924,2023-wimbledon-2101,0:26:58,1,5,0,0,6,0,35,1,2,148,,30,15,57,5,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,92,0,0,2,,,,,,,1,0,0,6.412,7.046,2,BW,NCTL,ND
29925,2023-wimbledon-2101,0:27:23,1,5,0,0,6,0,36,1,2,160,,40,15,59,4,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,100,0,0,2,,,,,,,1,0,0,10.907,6.565,2,B,NCTL,D
29926,2023-wimbledon-2101,0:27:53,1,5,0,0,6,0,37,2,2,148,,40,30,58,6,26,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,12030,92,1,0,2,,,,,,,2,0,0,28.106,28.593,9,BW,NCTL,ND
29927,2023-wimbledon-2101,0:28:39,1,5,0,0,6,0,38,2,2,164,,40,40,58,9,26,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,22010,102,1,0,2,,,,,,,1,0,B,49.529,40.132,11,B,NCTL,D
29928,2023-wimbledon-2101,0:29:24,1,5,0,0,6,0,39,2,2,148,,40,AD,57,11,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,92,0,0,2,,,,,,,2,0,0,4.888,3.477,1,W,CTL,
29929,2023-wimbledon-2101,0:29:58,1,5,1,0,6,2,40,2,2,162,,0,0,56,15,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,101,0,0,1,,,,,,,1,0,0,12.498,12.062,3,C,NCTL,ND
29930,2023-wimbledon-2101,0:30:43,1,5,1,0,7,0,41,1,1,140,,15,0,57,13,27,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,87,0,0,1,,,,,,,2,0,0,4.762,5.236,1,BC,NCTL,D
29931,2023-wimbledon-2101,0:31:26,1,5,1,0,7,0,42,2,1,173,,15,15,57,16,27,15,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21410,108,0,0,1,,,,,,,1,0,F,50.33,56.79,12,BW,NCTL,ND
29932,2023-wimbledon-2101,0:32:15,1,5,1,0,7,0,43,2,1,127,,15,30,55,17,27,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,79,0,0,1,,,,,,,2,0,0,18.912,21.279,6,BC,NCTL,D
29933,2023-wimbledon-2101,0:33:26,1,5,1,0,7,0,44,1,1,123,,30,30,58,17,28,16,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,77,0,0,1,,,,,,,2,0,F,4.794,4.951,9,BW,NCTL,ND
29934,2023-wimbledon-2101,0:34:11,1,5,1,0,7,0,45,1,1,141,,40,30,60,16,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,88,0,0,1,,,,,,,1,0,0,8.143,6.351,1,BW,NCTL,D
29935,2023-wimbledon-2101,0:35:00,1,6,1,1,7,1,46,1,1,123,,0,0,68,13,30,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11013,77,0,0,2,,,,,,,2,0,F,6.929,9.328,3,BW,NCTL,ND
29936,2023-wimbledon-2101,0:37:34,2,0,0,0,1,0,47,2,2,128,,0,15,67,15,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,80,0,0,2,,,,,,,2,0,0,4.617,5.201,1,C,NCTL,D
29937,2023-wimbledon-2101,0:38:07,2,0,0,0,1,0,48,2,2,127,,0,30,66,17,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,79,0,0,2,,,,,,,2,0,0,11.489,10.051,3,B,NCTL,ND
29938,2023-wimbledon-2101,0:38:44,2,0,0,0,1,0,49,2,2,167,,0,40,64,18,30,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,104,0,0,2,,,,,,,1,0,0,20.019,19.375,5,BC,NCTL,D
29939,2023-wimbledon-2101,0:39:27,2,0,1,0,1,2,50,2,2,135,,0,0,63,22,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,84,0,0,1,,,,,,,2,0,0,2.696,3.099,1,BW,CTL,ND
29940,2023-wimbledon-2101,0:40:35,2,0,1,0,2,0,51,2,1,173,,0,15,61,23,30,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,108,0,0,1,,,,,,,1,0,0,11.378,17.174,4,B,NCTL,ND
29941,2023-wimbledon-2101,0:41:07,2,0,1,0,2,0,52,1,1,185,,15,15,64,23,31,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,115,0,0,1,,,,,,,1,0,F,17.492,43.043,7,B,CTL,ND
29942,2023-wimbledon-2101,0:41:43,2,0,1,0,2,0,53,2,1,122,,15,30,63,25,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,76,0,0,1,,,,,,,2,0,0,14.096,12.628,2,BC,NCTL,D
29943,2023-wimbledon-2101,0:42:33,2,0,1,0,2,0,54,2,1,0,,15,40,59,26,31,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000,0,0,0,1,,,,,,,0,0,0,5.677,6.792,0,BW,NCTL,D
29944,2023-wimbledon-2101,0:43:18,2,0,1,0,2,0,55,1,1,172,,30,40,61,25,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,21030,107,0,1,1,,,,,,,1,0,0,3.614,3.823,1,BW,NCTL,D
29945,2023-wimbledon-2101,0:43:44,2,0,1,0,2,0,56,1,1,156,,40,40,62,23,33,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,21020,97,0,1,1,,,,,,,1,0,0,14.019,13.958,5,BC,NCTL,ND
29946,2023-wimbledon-2101,0:44:16,2,0,1,0,2,0,57,1,1,144,,AD,40,65,23,34,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,90,0,0,1,,,,,,,1,0,F,6.577,10.938,3,W,CTL,D
29947,2023-wimbledon-2101,0:44:44,2,1,1,0,2,1,58,1,1,117,,0,0,69,22,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,73,0,0,2,,,,,,,2,0,0,23.006,20.912,5,BW,NCTL,D
29948,2023-wimbledon-2101,0:45:54,2,1,1,0,3,0,59,1,2,138,,15,0,70,20,36,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,86,0,0,2,,,,,,,2,0,0,12.459,12.706,4,BC,NCTL,D
29949,2023-wimbledon-2101,0:46:34,2,1,1,0,3,0,60,2,2,160,,15,15,69,22,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,100,0,0,2,,,,,,,1,0,0,40.553,16.731,5,C,NCTL,ND
29950,2023-wimbledon-2101,0:47:03,2,1,1,0,3,0,61,2,2,154,,15,30,67,23,36,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,96,0,0,2,,,,,,,1,0,0,48.009,36.08,9,W,CTL,ND
29951,2023-wimbledon-2101,0:47:59,2,1,1,0,3,0,62,1,2,165,,30,30,68,21,37,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,103,0,0,2,,,,,,,1,0,0,28.214,27.211,6,BW,NCTL,D
29952,2023-wimbledon-2101,0:48:58,2,1,1,0,3,0,63,1,2,128,,40,30,70,20,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,80,0,0,2,,,,,,,2,0,0,18.589,14.732,4,BC,NCTL,D
29953,2023-wimbledon-2101,0:49:43,2,1,1,0,3,0,64,2,2,140,,40,40,68,21,38,26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,12020,87,1,0,2,,,,,,,2,0,0,3.996,3.301,1,B,NCTL,ND
29954,2023-wimbledon-2101,0:50:34,2,1,1,0,3,0,65,1,2,136,,AD,40,71,21,39,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,85,0,0,2,,,,,,,2,0,B,4.805,5.491,2,BC,NCTL,ND
29955,2023-wimbledon-2101,0:51:11,2,1,1,0,3,0,66,2,2,160,,40,40,71,24,39,27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,21010,100,1,0,2,,,,,,,1,0,F,12.282,9.516,3,C,NCTL,D
29956,2023-wimbledon-2101,0:51:37,2,1,1,0,3,0,67,1,2,160,,AD,40,73,23,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,100,0,0,2,,,,,,,1,0,0,23.28,12.569,4,BW,NCTL,D
29957,2023-wimbledon-2101,0:52:08,2,2,1,0,3,1,68,1,2,133,,0,0,81,21,41,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,12011,83,1,0,1,,,,,,,2,0,B,16.726,19.407,6,BW,NCTL,ND
29958,2023-wimbledon-2101,0:54:19,2,2,1,0,4,0,69,2,1,0,,0,15,77,22,41,28,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000,0,0,0,1,,,,,,,0,0,0,1.376,1.194,0,BC,CTL,
29959,2023-wimbledon-2101,0:55:05,2,2,1,0,4,0,70,1,1,173,,15,15,80,22,42,28,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,108,0,0,1,,,,,,,1,0,F,12.59,10.331,3,B,NCTL,ND
29960,2023-wimbledon-2101,0:55:46,2,2,1,0,4,0,71,1,1,119,,30,15,81,20,43,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,74,0,0,1,,,,,,,2,0,0,29.228,25.797,7,BC,NCTL,ND
29961,2023-wimbledon-2101,0:56:40,2,2,1,0,4,0,72,1,1,173,,40,15,84,20,44,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,108,0,0,1,,,,,,,1,0,B,34.259,38.447,9,B,NCTL,ND
29962,2023-wimbledon-2101,0:57:24,2,2,1,0,4,0,73,2,1,167,,40,30,82,21,44,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,104,0,0,1,,,,,,,1,0,0,20.905,21.044,6,BC,CTL,ND
29963,2023-wimbledon-2101,0:58:01,2,2,1,0,4,0,74,2,1,138,,40,40,81,23,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,86,0,0,1,,,,,,,2,0,0,7.834,10.092,2,BW,NCTL,ND
29964,2023-wimbledon-2101,0:58:48,2,2,1,0,4,0,75,2,1,157,,40,AD,79,24,44,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,98,0,0,1,,,,,,,1,0,0,16.563,32.316,6,B,NCTL,ND
29965,2023-wimbledon-2101,0:59:26,2,2,2,0,4,2,76,2,1,165,,0,0,77,31,44,32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,21011,103,0,1,2,,,,,,,1,0,F,13.473,20.57,6,C,NCTL,ND
29966,2023-wimbledon-2101,1:00:08,2,2,2,0,5,0,77,1,2,146,,15,0,79,30,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,91,0,0,2,,,,,,,1,0,0,23.792,30.127,6,BW,NCTL,D
29967,2023-wimbledon-2101,1:00:43,2,2,2,0,5,0,78,1,2,122,,30,0,82,30,46,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,76,0,0,2,,,,,,,2,0,B,4.65,6.47,2,BW,NCTL,ND
29968,2023-wimbledon-2101,1:01:23,2,2,2,0,5,0,79,1,2,167,,40,0,85,30,47,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,104,0,0,2,,,,,,,1,0,B,19.787,16.774,4,C,NCTL,ND
29969,2023-wimbledon-2101,1:01:54,2,2,2,0,5,0,80,2,2,160,,40,15,85,34,47,33,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,23000,100,1,0,2,,,,,,,1,0,0,0.828,1.13,1,C,CTL,
29970,2023-wimbledon-2101,1:02:28,2,3,2,0,5,1,81,1,2,159,,0,0,91,30,48,33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,22021,99,1,0,1,,,,,,,1,0,0,11.752,10.559,4,BC,CTL,ND
29971,2023-wimbledon-2101,1:04:37,2,3,2,0,6,0,82,1,1,156,,15,0,93,29,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,97,0,0,1,,,,,,,1,0,0,27.793,29.329,11,B,NCTL,D
29972,2023-wimbledon-2101,1:05:15,2,3,2,0,6,0,83,1,1,165,,30,0,94,27,50,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,103,0,0,1,,,,,,,1,0,0,19.254,18.588,3,BC,NCTL,D
29973,2023-wimbledon-2101,1:05:47,2,3,2,0,6,0,84,1,1,122,,40,0,97,27,51,33,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,76,0,0,1,,,,,,,2,0,F,26.346,30.27,7,C,NCTL,ND
29974,2023-wimbledon-2101,1:06:39,2,4,2,0,6,1,85,1,1,109,,0,0,101,26,52,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,68,0,0,2,,,,,,,1,0,0,17.26,21.633,5,BW,NCTL,D
29975,2023-wimbledon-2101,1:07:25,2,4,2,0,7,0,86,2,2,167,,0,15,99,27,52,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,104,0,0,2,,,,,,,1,0,0,25.841,16.429,5,BC,NCTL,ND
29976,2023-wimbledon-2101,1:07:51,2,4,2,0,7,0,87,2,2,167,,0,30,98,29,52,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,104,0,0,2,,,,,,,1,0,0,4.865,4.986,1,BC,CTL,D
29977,2023-wimbledon-2101,1:08:12,2,4,2,0,7,0,88,1,2,172,,15,30,99,27,53,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,107,0,0,2,,,,,,,1,0,0,29.994,20.666,6,C,NCTL,D
29978,2023-wimbledon-2101,1:08:47,2,4,2,0,7,0,89,1,2,152,,30,30,100,25,54,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,95,0,0,2,,,,,,,2,0,0,17.855,23.922,6,BC,NCTL,ND
29979,2023-wimbledon-2101,1:09:44,2,4,2,0,7,0,90,2,2,148,,30,40,99,27,54,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,92,0,0,2,,,,,,,2,0,0,16.006,15.079,5,BW,NCTL,D
29980,2023-wimbledon-2101,1:10:27,2,4,3,0,7,2,91,2,2,165,,0,0,98,31,54,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11032,103,0,0,1,,,,,,,1,0,0,2.73,2.653,1,BC,NCTL,ND
29981,2023-wimbledon-2101,1:35:29,2,4,3,0,8,0,92,1,1,172,,15,0,101,31,55,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,107,0,0,1,,,,,,,1,0,F,30.149,17.033,5,BC,NCTL,ND
29982,2023-wimbledon-2101,1:36:00,2,4,3,0,8,0,93,1,1,167,,30,0,104,31,56,37,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,104,0,0,1,,,,,,,1,0,F,18.382,20.581,5,C,NCTL,D
29983,2023-wimbledon-2101,1:36:31,2,4,3,0,8,0,94,2,1,148,,30,15,103,33,56,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,92,0,0,1,,,,,,,1,0,0,21.042,30.646,10,W,NCTL,D
29984,2023-wimbledon-2101,1:37:07,2,4,3,0,8,0,95,1,1,164,,40,15,104,31,57,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,102,0,0,1,,,,,,,1,0,0,13.622,9.48,5,B,NCTL,ND
